projectName,openedDate,resolvedDate,locationName,itemSymptom,assignedGroup,contactType,priorityLevel,taskType
Novelis,2/18/2016 13:16:00,8/16/2016 13:19:00,NNA/Corp - Atlanta HQ,Non IT Questions,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,5/1/2016 13:18:00,8/16/2016 13:20:00,NNA/Corp - Atlanta HQ,Call Disconnected,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,5/9/2015 13:22:00,8/16/2016 13:49:00,NSA - Pinda,Non IT Questions,IT App NSA Oracle Upgrade L2,Phone,3 - Normal,Incident
Novelis,12/1/2014 13:24:00,8/17/2016 11:57:00,NSA - Sao Paulo,Novelis Specific Software - Data Issue,IT Infra NSA Account Management L2,Self-service,3 - Normal,Incident
Novelis,8/15/2015 13:25:00,8/31/2016 09:34:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - Software Iss,IT Desktop Atlanta L2,Phone,3 - Normal,Incident
Novelis,8/4/2015 13:29:00,8/16/2016 13:45:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT App NSA Plan to Produce L2,Phone,3 - Normal,Incident
Novelis,7/11/2016 13:30:00,8/16/2016 13:45:00,NNA/Corp - Atlanta HQ,Service Request Creation,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,5/17/2016 13:32:00,8/16/2016 18:02:00,NSA - Pinda,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,5/21/2014 13:34:00,8/16/2016 15:40:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,6/17/2014 13:37:00,8/16/2016 13:40:00,NNA/Corp - Atlanta HQ,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,12/2/2014 13:39:00,8/16/2016 15:51:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,4/23/2015 13:40:00,8/16/2016 13:45:00,NNA/Corp - Atlanta HQ,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,4/17/2015 13:41:00,8/16/2016 15:14:00,NNA/Corp - Atlanta HQ,VPN Access Request New,IT Security NEW VPN Access Request L2,Phone,3 - Moderate,Catalog Task
Novelis,2/6/2015 13:41:00,8/16/2016 13:49:00,NNA/Corp - Atlanta HQ,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,4/6/2016 13:42:00,8/17/2016 15:44:00,NNA/Corp - Atlanta HQ,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,3/10/2014 13:42:00,8/17/2016 01:57:00,NNA/Corp - Atlanta HQ,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,1/6/2016 13:44:00,8/17/2016 09:42:00,NSA - Pinda,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,10/12/2015 13:44:00,8/16/2016 15:42:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,12/31/2014 13:49:00,8/23/2016 15:07:00,NNA/Corp - Atlanta HQ,MS Office - All Other Issues,IT Desktop Atlanta L2,Self-service,3 - Normal,Incident
Novelis,11/9/2015 13:49:00,8/18/2016 12:12:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Phone,3 - Normal,Incident
Novelis,7/19/2015 13:50:00,8/16/2016 15:30:00,NNA - Kingston,Printer Configuration,IT Desktop Kingston L2,Self-service,3 - Normal,Incident
Novelis,3/10/2015 13:50:00,8/16/2016 14:51:00,NNA - Kingston,Printer Configuration,IT Desktop Kingston L2,Self-service,3 - Normal,Incident
Novelis,7/6/2015 13:56:00,8/17/2016 08:03:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,7/30/2014 13:59:00,8/17/2016 22:58:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,1/27/2016 13:59:00,8/17/2016 05:25:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - Data Issue,IT App Global Macro Planner Support L2,Self-service,3 - Normal,Incident
Novelis,9/8/2014 14:00:00,8/16/2016 15:01:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT App NSA Plan to Produce L2,Self-service,3 - Normal,Incident
Novelis,1/1/2015 14:01:00,8/16/2016 14:46:00,NSA - Sao Paulo,Windows Configuration,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,7/11/2015 14:04:00,8/18/2016 11:11:00,NNA - Kennesaw R&T,Peripherals,IT Desktop Kennesaw L2,Phone,3 - Moderate,Catalog Task
Novelis,7/21/2016 14:07:00,8/16/2016 16:09:00,NNA/Corp - Atlanta HQ,PC / Laptop Device Issue,IT Desktop Atlanta L2,Self-service,3 - Normal,Incident
Novelis,3/5/2015 14:10:00,8/16/2016 14:13:00,NSA - Pinda,Oracle - How to,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,3/19/2016 14:16:00,8/16/2016 16:10:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,2/6/2014 14:17:00,8/18/2016 22:50:00,NA - Changzhou Site Office,Novelis Specific Software - Access/Permi,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,2/19/2016 14:17:00,8/16/2016 15:28:00,NNA/Corp - Atlanta HQ,Outlook - All Other Issues,IT App Global Sharepoint 2013 L2,Self-service,3 - Normal,Incident
Novelis,4/25/2014 14:21:00,8/19/2016 10:38:00,NE - Latchford,Software Installation Request,IT Desktop Latchford L2,Phone,3 - Moderate,Catalog Task
Novelis,2/19/2015 14:23:00,8/17/2016 15:33:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,11/22/2014 14:24:00,8/16/2016 16:13:00,,Network Device Issue,IT VoIP L2,Phone,3 - Normal,Incident
Novelis,2/25/2015 14:31:00,8/16/2016 16:55:00,NSA - Sao Paulo,Novelis Specific Software - Configuration,IT Desktop Sao Paulo L2,Walk-in,3 - Normal,Incident
Novelis,8/20/2016 14:32:00,9/2/2016 10:10:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,9/13/2015 14:32:00,8/24/2016 07:06:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT App NSA Plan to Produce L2,Self-service,3 - Normal,Incident
Novelis,4/24/2015 14:34:00,9/12/2016 06:48:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,3/1/2015 14:34:00,8/16/2016 20:27:00,NNA/Corp - Atlanta HQ,Laptop / Tablet,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,3/13/2014 14:34:00,8/16/2016 15:04:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,11/2/2015 14:35:00,8/16/2016 14:40:00,NNA - Oswego,VPN - Add Credentials,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,10/26/2015 14:38:00,8/31/2016 04:55:00,NNA - Greensboro,Maximo,IT App NNA Cap Package L2,Phone,3 - Normal,Incident
Novelis,6/13/2014 14:38:00,1/1/1900 00:00:00,NNA - Kingston,Metal Materials,R&D - Development,Phone,3 - Moderate,Catalog Task
Novelis,8/30/2014 14:40:00,8/16/2016 20:27:00,NNA/Corp - Atlanta HQ,Laptop / Tablet,IT Service Desk NNA L1,Phone,3 - Moderate,Catalog Task
Novelis,8/1/2014 14:41:00,8/16/2016 15:01:00,NSA - Pinda,Status Check,IT Service Desk NSA L1,Phone,4 - Low,Incident
Novelis,1/29/2014 14:42:00,8/16/2016 17:19:00,NSA - Utinga,Oracle - All Other Issues,IT Desktop Utinga L2,Phone,3 - Normal,Incident
Novelis,2/15/2016 14:43:00,8/17/2016 08:56:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,6/5/2014 14:49:00,8/16/2016 14:57:00,NNA/Corp - Atlanta HQ,ADM Account Request,IT FIM L2,Phone,3 - Moderate,Catalog Task
Novelis,8/3/2014 14:51:00,8/18/2016 11:15:00,NNA - Oswego,Software Install,IT Desktop Oswego L2,Chat,3 - Normal,Incident
Novelis,2/1/2016 14:52:00,8/17/2016 12:50:00,NNA - Kingston,Metal Materials,R&D - Development,Phone,3 - Moderate,Catalog Task
Novelis,10/17/2015 14:52:00,8/16/2016 15:21:00,NNA/Corp - Atlanta HQ,Configuration Issue,IT Active Directory L2,Phone,3 - Normal,Incident
Novelis,9/2/2015 15:02:00,8/26/2016 13:25:00,NNA - Oswego,Peripherals,IT Desktop Oswego L2,Phone,3 - Moderate,Catalog Task
Novelis,5/23/2015 15:03:00,8/16/2016 16:00:00,NSA - Sao Paulo,Desktop Phone,IT Desktop Sao Paulo L2,Phone,3 - Moderate,Catalog Task
Novelis,8/17/2016 15:06:00,8/16/2016 17:29:00,NSA - Utinga,Network All Other Issues,IT Desktop Utinga L2,Phone,3 - Normal,Incident
Novelis,8/11/2015 15:07:00,8/22/2016 14:15:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Commercial Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,8/3/2016 15:07:00,8/16/2016 15:23:00,NSA - Pinda,Outlook - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,7/9/2016 15:13:00,8/17/2016 01:13:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,12/14/2015 15:13:00,8/16/2016 21:26:00,NNA/Corp - Atlanta HQ,Employee and Contractor Off Boarding,IT Service Desk NA L1,Phone,3 - Moderate,Catalog Task
Novelis,5/16/2015 15:16:00,8/17/2016 15:49:00,NNA - Oswego,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,12/15/2014 15:16:00,8/17/2016 02:14:00,NNA - Oswego,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,7/19/2016 15:16:00,8/16/2016 15:54:00,NSA - Utinga,Oracle - All Other Issues,IT App NSA Order to Cash L2,Phone,3 - Normal,Incident
Novelis,6/14/2015 15:19:00,8/17/2016 12:56:00,NNA - Kingston,Metal Materials,R&D - Development,Phone,3 - Moderate,Catalog Task
Novelis,6/29/2016 15:19:00,8/17/2016 09:44:00,NNA - Novi,Add User to Active Directory,IT FIM AD Request Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,2/23/2016 15:21:00,8/16/2016 15:24:00,NSA - Pinda,Network Device Issue,IT Desktop Pinda L2,Walk-in,3 - Normal,Incident
Novelis,4/23/2016 15:24:00,8/16/2016 15:34:00,NSA - Pinda,PC / Laptop Device Issue,IT Desktop Pinda L2,Walk-in,3 - Normal,Incident
Novelis,1/16/2015 15:25:00,8/19/2016 10:57:00,NSA - Utinga,Shared Folder: Creation and Access Request ,IT Infra NSA Account Management L2,Phone,3 - Moderate,Catalog Task
Novelis,7/26/2014 15:28:00,8/17/2016 01:43:00,NNA - Kingston,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,1/11/2016 15:31:00,8/19/2016 04:11:00,,Application Access Management,IT App Global Macro Planner Support L2,Phone,3 - Moderate,Catalog Task
Novelis,2/10/2016 15:31:00,8/17/2016 15:29:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,6/28/2015 15:35:00,8/16/2016 18:06:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,10/28/2015 15:40:00,8/17/2016 13:18:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,4/21/2016 15:40:00,8/16/2016 15:45:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Credit Department,Phone,3 - Moderate,Catalog Task
Novelis,1/19/2014 15:41:00,8/16/2016 16:00:00,NNA - Oswego,Novelis Specific Software - How To,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,1/27/2014 15:42:00,8/17/2016 09:17:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,3/25/2014 15:45:00,8/30/2016 15:09:00,NSA - Pinda,Oracle - All Other Issues,IT App NSA Oracle Upgrade L2,Self-service,3 - Normal,Incident
Novelis,10/21/2014 15:48:00,8/17/2016 09:04:00,NNA - Oswego,Transfer Pricing,SAP Administrative Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/6/2014 15:50:00,8/16/2016 15:57:00,NSA - Pinda,Active Directory - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,9/11/2014 15:51:00,8/16/2016 18:18:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,4/4/2015 15:52:00,8/16/2016 15:54:00,NSA - Pinda,Active Directory - Password Reset,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,12/22/2014 15:53:00,8/16/2016 16:10:00,NSA - Sao Paulo,Active Directory - Update Information,IT Desktop NSA L3,Self-service,3 - Normal,Incident
Novelis,9/27/2014 15:55:00,8/16/2016 16:51:00,NNA - Novi,Novelis Specific Software - How To,IT Messaging L2,Self-service,3 - Normal,Incident
Novelis,8/25/2014 15:57:00,8/16/2016 16:01:00,NSA - Pinda,Windows Configuration,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,11/14/2014 16:07:00,8/17/2016 07:59:00,NSA - Pinda,Printer Configuration,IT Desktop Pinda L2,Phone,3 - Normal,Incident
Novelis,7/21/2016 16:10:00,8/16/2016 18:24:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Plant Controllers,Phone,3 - Moderate,Catalog Task
Novelis,7/26/2014 16:10:00,8/16/2016 16:26:00,NNA/Corp - Atlanta HQ,Service Request Creation,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,4/14/2016 16:15:00,9/15/2016 09:12:00,NNA/Corp - Atlanta HQ,Software Application Package Creation,IT SCCM L2,Phone,3 - Moderate,Catalog Task
Novelis,3/14/2015 16:19:00,8/16/2016 16:37:00,NNA - Kingston,Shared Folder: Creation and Access Request ,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,1/23/2015 16:25:00,8/17/2016 08:36:00,NNA - Oswego,Software Installation Request,IT Desktop Oswego L2,Phone,3 - Moderate,Catalog Task
Novelis,1/27/2016 16:29:00,8/17/2016 15:05:00,NNA/Corp - Atlanta HQ,Software Install,IT Service Desk NNA L1,Self-service,3 - Normal,Incident
Novelis,10/11/2015 16:44:00,8/17/2016 11:15:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,3/13/2014 16:51:00,8/17/2016 12:16:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Oswego Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,1/5/2015 16:52:00,8/16/2016 16:55:00,NNA - Kingston,VPN - Add Credentials,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,3/29/2014 16:56:00,8/16/2016 17:10:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,12/29/2015 17:04:00,8/17/2016 15:21:00,NNA - Kingston,Peripherals,IT Desktop Kingston L2,Phone,3 - Moderate,Catalog Task
Novelis,11/29/2014 17:05:00,8/16/2016 20:49:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Tolling Planner,Phone,3 - Moderate,Catalog Task
Novelis,10/30/2014 17:11:00,8/16/2016 17:24:00,NNA/Corp - Atlanta HQ,Windows - All Other Issues,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,4/14/2014 17:11:00,8/16/2016 17:22:00,NSA - Pinda,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,2/16/2014 17:17:00,8/16/2016 17:21:00,NSA - Pinda,Outlook - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,3/11/2014 17:30:00,8/18/2016 08:01:00,NSA - Utinga,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,1/7/2014 17:37:00,9/5/2016 00:23:00,NNA - Kennesaw R&T,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,4/26/2016 17:54:00,8/17/2016 09:55:00,NNA/Corp - Atlanta HQ,Peripherals,IT Desktop Atlanta L2,Phone,3 - Moderate,Catalog Task
Novelis,3/8/2016 18:05:00,8/23/2016 09:12:00,NSA - Pinda,Telecoms All Other Issues,IT Infra NSA Account Management L2,Phone,3 - Normal,Incident
Novelis,6/1/2016 18:06:00,8/17/2016 13:06:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,2/22/2016 18:06:00,8/16/2016 18:10:00,NNA - Oswego,Active Directory - Password Reset,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,4/26/2015 18:18:00,8/18/2016 15:59:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,3/7/2015 18:24:00,8/17/2016 13:21:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Manufacturing Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,7/9/2016 18:25:00,8/17/2016 09:45:00,NNA - Oswego,Transfer Pricing,SAP Administrative Master Data Team,Phone,3 - Moderate,Catalog Task
Novelis,7/22/2015 18:35:00,8/17/2016 14:44:00,NSA - Pinda,Software Install,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,8/1/2015 18:59:00,8/17/2016 09:05:00,NA - YeongJu,Email - Spam/Phishing Email,IT Security L3,Email,3 - Normal,Incident
Novelis,12/10/2014 18:59:00,8/17/2016 02:00:00,NA - YeongJu,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,7/6/2014 19:06:00,8/25/2016 05:36:00,NA - YeongJu,Software Installation Request,IT SCCM L2,Phone,3 - Moderate,Catalog Task
Novelis,12/20/2015 19:07:00,8/17/2016 15:58:00,NA - YeongJu,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,12/28/2015 19:07:00,8/17/2016 05:48:00,NA - YeongJu,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,3/19/2014 19:10:00,8/17/2016 16:02:00,NA - YeongJu,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,11/11/2014 19:10:00,8/17/2016 05:43:00,NA - YeongJu,Email - Spam/Phishing Email,IT Messaging L2,Email,3 - Normal,Incident
Novelis,5/29/2014 19:28:00,8/23/2016 08:26:00,NSA - Pinda,Telecoms All Other Issues,IT Infra NSA Telephony L2,Phone,3 - Normal,Incident
Novelis,2/7/2015 19:36:00,8/17/2016 01:57:00,NA - Seoul,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,10/19/2014 20:12:00,8/16/2016 20:17:00,NA - Seoul,Devices have not reported inventory > 60 Days,IT Desktop Seoul L2,Walk-in,3 - Normal,Incident
Novelis,5/15/2014 20:17:00,8/18/2016 13:59:00,NNA/Corp - Atlanta HQ,Network Device Issue,IT Network L2,Phone,3 - Normal,Incident
Novelis,6/23/2015 20:19:00,8/16/2016 20:31:00,NA - Seoul,PC / Laptop Device Issue,IT Desktop Seoul L2,Walk-in,3 - Normal,Incident
Novelis,7/1/2015 20:20:00,8/17/2016 10:47:00,NNA - Oswego,Employee and Contractor Off Boarding,IT Desktop Oswego L2,Phone,3 - Moderate,Catalog Task
Novelis,3/3/2015 20:20:00,8/17/2016 01:13:00,NNA - Oswego,Employee and Contractor Off Boarding,IT Messaging L2,Phone,3 - Moderate,Catalog Task
Novelis,8/23/2015 20:22:00,8/16/2016 20:35:00,NA - Seoul,PC / Laptop Device Issue,IT Desktop Seoul L2,Walk-in,3 - Normal,Incident
Novelis,4/2/2015 20:24:00,8/16/2016 20:36:00,NA - Seoul,PC / Laptop Device Issue,IT Desktop Seoul L2,Walk-in,3 - Normal,Incident
Novelis,11/10/2014 20:26:00,8/16/2016 20:33:00,NA - Seoul,PC / Laptop Device Issue,IT Desktop Seoul L2,Walk-in,3 - Normal,Incident
Novelis,10/5/2014 20:27:00,9/1/2016 12:22:00,NNA/Corp - Atlanta HQ,Laptop / Tablet,IT Desktop Oswego L2,Phone,3 - Moderate,Catalog Task
Novelis,11/22/2014 20:27:00,8/17/2016 10:11:00,NNA/Corp - Atlanta HQ,Laptop / Tablet,IT Desktop TerreHaute L2,Phone,3 - Moderate,Catalog Task
Novelis,4/11/2016 20:27:00,8/16/2016 20:37:00,NA - Seoul,Printer Configuration,IT Desktop Seoul L2,Walk-in,3 - Normal,Incident
Novelis,8/15/2015 20:40:00,8/16/2016 21:40:00,NA - Changzhou Site Office,Software How to,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,1/9/2014 20:45:00,8/16/2016 21:52:00,NA - Changzhou Site Office,Software How to,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,5/19/2014 20:46:00,8/16/2016 21:12:00,NA - Ulsan,VPN - Add Credentials,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,4/18/2016 20:49:00,8/17/2016 09:57:00,NNA/Corp - Atlanta HQ,Customer Master Create ,SAP Credit Department,Phone,3 - Moderate,Catalog Task
Novelis,7/5/2014 21:13:00,8/18/2016 22:52:00,NA - Seoul,Software How to,IT Service Desk NA L1,Chat,3 - Normal,Incident
Novelis,3/2/2014 21:20:00,8/24/2016 01:08:00,NA - Seoul,MS Office - All Other Issues,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,2/13/2014 21:26:00,8/29/2016 01:38:00,NA - Seoul,Outlook - All Other Issues,IT Messaging L2,Phone,3 - Normal,Incident
Novelis,4/13/2016 21:27:00,8/16/2016 23:19:00,NA - Seoul,Active Directory User Account Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,1/29/2015 21:42:00,8/16/2016 23:08:00,NA - Seoul,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,10/26/2014 21:51:00,8/16/2016 22:30:00,NA - Seoul,Active Directory User Account Request,IT Active Directory L2,Phone,3 - Moderate,Catalog Task
Novelis,5/30/2014 21:54:00,8/16/2016 23:24:00,NNA - Kingston,Novelis Specific Software - Software Iss,IT App NNA KIT Shopfloor L2,Phone,2 - Urgent,Incident
Novelis,12/26/2015 22:07:00,8/16/2016 22:12:00,NA - Ulsan,Software How to,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,5/6/2014 22:09:00,8/17/2016 01:59:00,NA - Seoul,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
Novelis,6/23/2014 22:10:00,8/16/2016 22:14:00,NA - Changzhou Site Office,Printer Replace Toner,IT Desktop China L2,Phone,3 - Normal,Incident
Novelis,2/27/2014 22:19:00,8/16/2016 22:29:00,NA - Ulsan,Software How to,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,8/28/2016 22:21:00,8/17/2016 10:52:00,NNA/Corp - Atlanta HQ,Metal Materials,SAP Kingston Product Engineers,Phone,3 - Moderate,Catalog Task
Novelis,5/16/2016 22:24:00,8/16/2016 22:37:00,NNA/Corp - Atlanta HQ,Novelis Specific Software - Access/Permi,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,11/29/2014 22:27:00,8/18/2016 12:43:00,NNA/Corp - Atlanta HQ,Software Installation Request,IT SCCM Software Distribution Service Desk L2,Phone,3 - Moderate,Catalog Task
Novelis,12/5/2014 22:33:00,8/16/2016 22:37:00,NA - Klang Malaysia,Software Install,IT Desktop Malaysia L2,Email,3 - Normal,Incident
Novelis,10/22/2014 22:34:00,8/16/2016 22:38:00,NA - Klang Malaysia,Outlook - All Other Issues,IT Desktop Malaysia L2,Walk-in,3 - Normal,Incident
Novelis,8/17/2016 22:38:00,8/16/2016 22:41:00,NA - Changzhou Site Office,Software Install,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,2/7/2014 22:38:00,8/16/2016 22:39:00,NNA/Corp - Atlanta HQ,Status Check Incident,IT Service Desk NNA L1,Phone,4 - Low,Incident
Novelis,3/11/2014 23:08:00,8/16/2016 23:10:00,NSA - Pinda,Software Install,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,6/30/2015 23:23:00,8/19/2016 15:02:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Infra NSA Datacenter L2,Phone,3 - Normal,Incident
Novelis,9/8/2015 23:24:00,8/17/2016 08:56:00,NSA - Pinda,Oracle - All Other Issues,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,1/30/2016 23:43:00,8/17/2016 06:00:00,NNA/Corp - Atlanta HQ,Service Request,IT APP Global SAP L2,Phone,4 - Low,Incident
Novelis,6/17/2015 23:46:00,8/16/2016 23:57:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT Service Desk NSA L1,Phone,3 - Normal,Incident
Novelis,5/24/2014 23:58:00,8/17/2016 05:52:00,NSA - Pinda,Status Check,IT Service Desk NSA L1,Phone,4 - Low,Incident
Novelis,12/29/2015 00:11:00,8/17/2016 00:15:00,NSA - Utinga,Status Check,IT Service Desk NSA L1,Phone,4 - Low,Incident
Novelis,1/2/2016 00:40:00,8/17/2016 00:51:00,NA - Ulsan,Printer How to,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,7/23/2015 00:41:00,8/17/2016 08:07:00,NSA - Pinda,Novelis Specific Software - Data Issue,IT App NSA Plan to Produce L2,Phone,3 - Normal,Incident
Novelis,6/28/2014 00:44:00,8/17/2016 00:47:00,NNA/Corp - Atlanta HQ,Active Directory - Account Disabled,IT Service Desk NNA L1,Phone,3 - Normal,Incident
Novelis,5/13/2016 00:58:00,8/17/2016 07:15:00,NE - Nachterstedt,SAP - All other issues,IT Service Desk NE L1,Self-service,3 - Normal,Incident
Novelis,12/28/2014 01:17:00,8/17/2016 21:49:00,NA - Ulsan,Telephony Device Issue,IT Desktop Ulsan L2,Phone,3 - Normal,Incident
Novelis,8/4/2016 01:36:00,8/17/2016 01:51:00,NA - Ulsan,PC / Laptop Peripherals,IT Desktop Ulsan L2,Phone,3 - Normal,Incident
Novelis,2/3/2014 01:52:00,8/17/2016 21:43:00,NA - Ulsan,PC / Laptop Peripherals,IT Desktop Ulsan L2,Phone,3 - Normal,Incident
Novelis,7/16/2016 01:57:00,8/17/2016 02:26:00,NA - Ulsan,Software How to,IT Service Desk NA L1,Phone,3 - Normal,Incident
Novelis,9/17/2014 02:11:00,8/17/2016 02:53:00,NE - Sierre,Email - Spam/Phishing Email,IT Service Desk PhishMe L1,Email,3 - Normal,Incident
